828	0
579	693
658	356
571	364
366	732
366	405
366	787
475	332
475	59
475	306
475	295
628	212
628	67
628	155
186	185
368	567
368	664
368	522
534	539
534	118
534	278
534	811
534	19
534	613
534	630
534	340
653	721
653	140
653	180
117	490
117	131
117	815
117	347
117	49
709	382
709	223
709	23
360	727
360	667
360	217
503	497
503	660
345	691
345	269
42	193
332	134
332	241
332	59
332	296
332	162
332	198
332	785
462	327
462	364
462	513
462	162
462	13
462	456
462	766
462	717
462	533
358	363
358	215
358	703
358	603
358	566
358	552
244	519
244	736
197	383
197	494
197	667
197	304
197	53
197	133
197	204
197	458
197	493
197	396
468	442
468	54
468	214
468	606
682	201
682	598
682	765
682	451
682	518
682	415
226	631
226	478
226	476
226	280
226	299
226	318
226	502
226	485
713	296
270	98
604	156
604	642
540	300
671	561
92	161
92	487
92	27
92	490
92	307
542	257
409	488
409	719
409	284
409	609
409	87
409	155
409	707
409	774
409	511
409	199
409	14
50	4
50	813
50	527
50	521
769	19
769	700
769	583
769	570
769	118
769	302
695	3
695	243
695	511
695	397
825	40
825	116
649	511
649	469
487	161
656	796
704	425
704	745
704	121
638	376
638	785
188	311
434	313
599	135
599	119
599	268
599	742
308	182
308	563
308	209
308	424
308	648
308	815
231	152
231	159
231	261
78	410
78	798
78	298
78	91
333	557
333	770
768	199
768	756
768	304
665	130
665	778
506	309
251	237
251	248
622	791
622	130
622	815
622	131
622	100
622	597
619	771
509	504
509	35
509	288
509	339
509	325
398	278
398	109
222	55
222	809
222	749
222	133
600	316
600	677
600	291
600	581
508	767
508	354
508	516
508	69
508	806
508	95
823	18
282	278
282	340
282	615
282	548
281	278
719	488
336	484
336	200
379	163
777	726
777	146
624	230
624	547
624	61
624	199
486	196
486	625
486	464
486	137
486	549
290	338
609	669
609	87
609	53
609	284
418	19
200	762
200	627
200	797
200	168
200	484
200	620
159	765
159	301
755	804
107	301
14	623
14	413
14	752
14	355
14	199
14	46
655	0
655	792
194	185
194	330
194	473
174	166
790	98
795	402
292	185
292	643
421	694
113	208
505	125
322	388
322	347
322	706
178	707
178	443
178	152
178	492
178	15
178	98
644	815
748	688
748	298
748	642
807	630
807	152
807	444
90	228
90	639
484	538
9	411
99	257
99	620
258	217
258	563
411	634
411	298
411	812
411	480
149	654
60	793
686	195
686	377
686	272
686	445
686	237
122	597
122	551
122	810
17	330
667	127
667	195
385	309
385	804
381	537
381	800
381	91
381	283
381	775
381	130
225	750
225	744
52	469
661	477
661	693
691	746
691	707
691	448
666	548
666	181
666	359
383	133
383	204
383	494
383	493
249	548
235	16
235	442
459	303
459	733
459	546
95	357
346	85
130	304
130	163
130	778
130	815
130	131
130	100
130	597
798	298
530	561
405	176
394	337
228	749
531	756
531	138
623	46
623	359
623	557
564	104
564	335
564	676
234	35
234	325
234	446
234	314
205	229
205	620
703	271
703	603
703	215
703	566
703	714
703	626
311	646
311	167
652	772
324	550
324	587
10	796
820	414
820	294
296	172
296	37
296	565
296	474
572	452
572	482
572	772
645	365
645	312
645	592
743	693
651	71
651	264
651	538
373	518
373	261
373	538
196	549
110	730
110	36
549	91
549	483
767	498
84	65
136	337
501	118
501	779
361	470
83	654
83	463
83	297
83	589
40	37
40	202
91	295
91	353
91	190
91	141
91	747
808	314
297	463
544	199
544	554
547	585
547	550
158	568
158	399
158	262
158	367
814	696
814	693
814	782
422	525
422	419
422	187
422	676
422	584
633	299
633	590
71	187
71	326
71	85
71	541
71	184
641	1
641	242
714	150
714	215
714	286
714	603
714	271
252	323
252	581
592	199
592	86
339	35
81	341
81	759
114	193
187	676
187	326
259	19
629	614
629	150
629	27
740	392
740	185
740	739
740	495
100	718
100	796
100	815
100	131
100	597
639	2
639	813
756	625
756	583
126	612
126	283
126	523
126	499
677	291
677	266
677	359
657	588
657	38
75	453
640	236
98	801
280	299
280	318
280	476
280	631
344	105
344	647
344	525
356	560
470	441
470	426
470	792
705	185
323	581
323	613
323	738
323	625
323	417
586	82
586	19
586	578
586	276
586	182
473	185
473	539
469	520
469	510
469	266
469	145
203	420
546	733
546	161
242	450
96	685
763	761
763	198
245	565
562	155
562	123
631	94
631	476
631	299
631	318
631	502
631	805
11	175
621	179
621	806
773	613
773	108
773	391
773	692
773	811
773	722
773	304
773	320
773	118
773	630
447	276
708	684
782	596
780	247
780	118
780	630
525	497
525	419
278	445
278	109
278	106
278	811
278	128
278	750
278	730
278	390
278	340
278	731
278	630
278	496
338	2
313	785
313	144
313	812
558	267
489	212
489	429
742	135
106	811
12	569
12	611
12	154
721	140
721	347
721	402
721	687
721	180
721	583
635	124
635	689
635	474
746	674
746	694
746	448
312	365
133	749
133	55
133	771
133	204
133	494
464	431
6	68
6	594
342	13
342	125
236	466
236	805
299	318
299	289
299	590
299	476
299	16
299	734
754	327
175	616
175	139
41	377
41	500
559	539
0	260
0	555
0	233
212	429
669	53
669	56
206	169
206	674
428	693
371	384
371	460
371	4
371	55
371	585
617	822
617	134
401	817
291	731
291	783
291	670
53	520
53	135
53	676
53	3
53	304
601	142
386	208
386	375
386	413
386	770
734	18
734	395
734	216
734	16
79	776
730	36
730	580
707	87
707	443
707	737
707	15
551	44
741	452
776	637
776	603
776	788
105	152
105	255
105	726
105	183
105	497
105	65
105	536
264	160
264	789
264	538
264	232
391	692
391	811
391	722
62	603
659	446
184	607
771	588
771	240
771	566
521	493
521	416
183	255
183	615
183	45
191	199
199	425
233	668
445	811
445	237
724	799
818	241
131	595
131	815
131	597
826	518
320	170
320	630
320	573
134	237
162	13
162	717
162	198
162	702
343	93
343	347
129	354
129	102
569	715
452	482
452	302
452	772
452	218
452	543
548	341
548	181
548	615
337	647
337	497
337	528
76	384
560	304
560	302
402	483
223	285
223	382
223	786
812	51
439	520
380	511
678	171
678	317
678	711
541	102
432	602
273	637
273	693
273	426
153	673
153	61
618	24
618	148
618	73
261	538
268	135
479	662
5	576
757	97
757	497
757	806
207	256
207	179
181	610
255	146
255	70
255	152
255	726
255	753
255	211
255	45
255	120
255	444
403	456
543	302
202	437
202	456
202	172
789	329
789	160
198	2
198	697
198	803
198	761
166	457
523	283
523	499
523	412
516	491
516	580
239	717
295	353
295	190
295	141
295	31
295	48
295	59
510	266
535	111
192	414
811	340
811	692
217	750
217	77
171	816
171	711
171	598
457	363
457	271
457	496
328	528
701	824
353	190
353	141
610	520
610	694
632	483
138	165
138	283
138	362
390	395
390	340
770	664
770	21
770	557
770	208
420	220
420	676
495	819
495	279
495	739
495	185
495	157
496	305
496	603
496	363
496	18
496	765
496	415
806	413
301	765
301	620
301	813
214	582
88	121
456	437
456	164
456	766
456	104
662	513
662	104
662	465
662	364
20	173
20	132
591	257
591	449
438	68
679	276
679	55
692	722
25	490
25	23
25	513
25	16
25	395
25	68
25	775
25	594
25	161
25	561
25	104
663	517
553	325
576	67
58	824
58	155
22	407
22	430
22	4
827	815
210	357
210	399
627	557
240	471
240	253
154	294
154	744
154	787
583	700
555	612
155	384
155	374
155	824
103	298
615	146
615	65
227	424
448	774
30	821
30	474
30	124
220	250
675	483
675	182
675	190
759	341
248	237
815	331
815	507
815	49
815	347
815	597
165	283
519	319
519	524
64	310
453	347
453	654
453	327
526	524
351	408
351	799
650	66
650	294
650	406
650	529
34	596
34	637
34	173
34	491
152	70
152	637
364	327
364	513
364	766
364	104
219	150
65	28
65	349
532	424
532	602
612	238
1	720
581	465
581	180
581	672
581	340
581	417
726	753
726	211
726	45
722	304
749	55
215	335
215	603
215	142
215	566
215	764
802	575
802	237
515	461
590	289
433	49
285	784
321	539
745	43
745	511
474	689
474	124
474	821
766	513
318	476
29	723
417	47
417	120
395	150
395	490
395	23
395	513
395	16
395	111
395	18
395	614
69	608
69	277
716	441
378	193
378	224
72	407
72	598
593	294
593	406
355	413
304	302
304	723
304	89
304	163
304	334
372	491
725	524
36	693
36	146
36	82
36	637
524	517
524	684
2	697
2	359
2	813
536	744
536	683
142	4
594	68
594	680
594	310
397	518
397	377
404	461
218	302
699	499
699	620
246	791
246	32
246	685
817	494
817	125
179	256
112	347
112	455
141	190
141	48
185	539
185	118
185	739
753	211
753	45
779	620
791	32
791	685
168	637
115	673
568	262
340	232
340	18
340	630
265	520
463	589
654	512
738	625
57	169
660	497
660	647
660	683
101	693
101	350
437	327
436	140
465	513
465	760
294	406
294	744
294	787
143	774
150	614
150	33
150	27
150	481
150	327
607	517
440	481
275	7
389	539
494	125
494	204
315	758
315	620
132	683
132	491
132	413
455	347
513	490
513	23
513	16
513	104
73	637
73	24
73	735
267	557
674	670
147	300
147	752
683	370
630	170
630	598
630	118
4	598
4	284
710	497
794	32
102	369
118	613
118	61
690	237
522	681
283	362
283	359
283	499
283	412
813	520
414	63
414	151
538	237
70	146
637	596
637	173
637	370
637	647
637	788
637	359
637	528
454	260
426	441
545	497
59	750
642	298
45	211
45	375
89	61
140	221
140	347
140	125
287	3
287	56
563	424
43	511
493	416
493	396
750	61
751	116
636	74
636	785
393	335
8	605
274	359
732	352
87	284
783	731
783	435
672	793
787	744
35	288
35	325
35	446
729	310
55	276
461	56
461	556
461	490
189	728
189	26
189	348
335	423
335	23
335	16
582	781
316	359
24	148
24	720
24	735
16	490
16	23
128	472
128	400
104	712
399	357
19	302
717	514
151	82
357	359
26	728
26	511
588	121
588	605
793	139
325	446
803	697
387	539
363	603
146	444
32	527
799	415
799	408
646	302
646	167
121	425
23	490
819	279
367	804
82	720
293	284
670	359
689	124
13	698
13	125
788	481
788	359
310	824
213	359
213	427
271	603
125	221
39	250
574	221
574	648
254	108
263	736
276	620
614	33
314	80
314	300
7	193
7	260
7	577
7	785
497	647
605	467
605	490
61	785
193	177
481	27
80	300
620	499
221	279
173	596
603	566
603	626
284	511
556	56
804	774
467	585
